ID,ANIMAL NAME,PHOTO,PROFILE,PHOTO LOCATION,ORIGINAL ID BY,SEX,TAGGED,PIT TAG,DNA,SAMPLE .,CU SAMPLE,DNA PLATE,WELL,NOTES,AGE,GENERAL LOCATION,DATE TAGGED,DATE DNA TAKEN,TAG 30/09,GENOTYPED,GENOTYPED SAMPLE NO,EXTACTED?,DATE EXTRACTED,DATE GENOTYPED,TAIL,BLOOD,SKIN,FAECES
1414,Arrow,TRUE,L & R,,CD,M,TRUE,1026367001,TRUE,RSP 654,,,,,Juvenile,SPEC,12/11/2018,12/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1415,Gordon,TRUE,L & R,,CD,M,TRUE,001026367036,TRUE,RSP 673,,,,,Adult,SPEC,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1416,Spinner,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1417,Ryker,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1418,Twistie,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1419,Caterpillar,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1420,Lightening,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1421,Hazelnut,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1422,Frost,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1423,Spyro,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1424,Charmander,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1425,Salameche,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1426,Infinity,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1427,Precious,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1428,Sunshine,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1429,Plume,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1430,Haley,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1431,Osiris,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1432,Quake,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1433,Cornflake,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1434,Boo,TRUE,L & R,,CD,F,TRUE,126051246768,TRUE,RSP 678,,,,,Adult,SPEC,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1435,Ginger,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1436,Meadow,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1437,Blackbird,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1438,Betty,TRUE,L & R,,CD,F,TRUE,001026366959,TRUE,RSP 723,,,,,Adult,LAKE,16/11/2018,16/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1439,Ooshie,TRUE,L & R,,CD,F,TRUE,126051246791,TRUE,RSP 662,,,,,Juvenile,LAKE,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1440,Flame,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1441,Eclipse,TRUE,L & R,,CD,F,TRUE,001026367022,TRUE,RSP 704,,,,,Adult,LAKE,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1442,Nordic,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1443,Cheesecake,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1444,Onyx,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1445,Gaia,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1446,Wendigo,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1447,Freya,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1448,Helios,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1449,Typhon,TRUE,L & R,,CD,M,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1450,Cotton,TRUE,L & R,,CD,M,TRUE,126051246785,TRUE,RSP 663,,,,,Juvenile,LAKE,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1451,Riptide,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1452,Heron,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1453,Boris,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1454,Satellite,TRUE,L & R,,CD,F,FALSE,,FALSE,,,,,,Adult,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1455,Dakota,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1456,Uhura,TRUE,L & R,,CD,F,TRUE,126051246817,TRUE,RSP 719,,,,,Adult,RAINFST,16/11/2018,16/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1457,Selena,TRUE,L & R,,CD,F,TRUE,126057246779,TRUE,RSP 725,,,,,Juvenile,RAINFST,17/11/2018,17/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1458,Medusa,TRUE,L & R,,CD,F,TRUE,126051246827,TRUE,RSP 771,,,,,Juvenile,RAINFST,16/11/2018,16/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1459,Twinkle,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1460,Shan,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1461,Anemone,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1462,Noodles,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1463,Mist,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1464,Sugar,TRUE,R,,CD,F,FALSE,,FALSE,,,,,Probably Jane's R profile,Adult,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1465,Aloha,TRUE,L & R,,CD,F,TRUE,001026367002,TRUE,RSP 744,,,,,Juvenile,RAINFST,17/11/2018,17/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1466,Petite,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1467,Cupcake,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1468,Papillon,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1469,Morel,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1470,Constellation,TRUE,L & R,,CD,F,TRUE,1026367012,TRUE,RSP 668,,,,,Adult,RAINFST,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1471,Bambi,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1472,Dorene,TRUE,L & R,,CD,F,TRUE,1026367044,TRUE,RSP 709,,,,,Adult,RAINFST,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1473,Wavy,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1474,Droplet,TRUE,L & R,,CD,F,TRUE,1026367039,TRUE,RSP 669,,,,,Juvenile,RAINFST,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1475,Star,TRUE,L & R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1476,Lullaby,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1477,Olive,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Adult,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1478,Dante,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1479,Custard,TRUE,L & R,,CD,F,TRUE,126051246769,TRUE,RSP 722,,,,,Juvenile,RAINFST,16/11/2018,16/11/2018,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1480,Gryffin,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Adult,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1481,Ava,TRUE,L & R,,CD,F,TRUE,001026366963,TRUE,RSP 664,,,,,Juvenile,RAINFST,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1482,Croc,TRUE,L & R,,CD,F,TRUE,126051246813,TRUE,RSP 729,,,,,Adult,RAINFST,17/11/2018,17/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1483,Nosferatu,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1484,Dots,TRUE,L & R,,CD,M,TRUE,1026367034,TRUE,RSP 667,,,,,Juvenile,RAINFST,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,TRUE
1485,Donkey,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1486,Eucalyptus,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1487,Dugong,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1488,IronFist,TRUE,L & R,,CD,M,TRUE,126051246830,TRUE,RSP 718,,,,,Juvenile,RAINFST,16/11/2018,16/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1489,Cisco,TRUE,L & R,,CD,M,TRUE,001026367004,TRUE,RSP 716,,,,,Juvenile,RAINFST,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1490,Draco,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1491,Falcon,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1492,Montecarlo,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1493,Dreamy,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1494,Pearls,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1495,Elijah,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1496,Orion,TRUE,L & R,,CD,M,TRUE,001026367054,TRUE,RSP 660,,,,,Juvenile,RAINFST,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1497,Crab,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1498,Mika,TRUE,L & R,,CD,F,TRUE,126051246784,TRUE,RSP 734,,,,,Juvenile,RAINFST,17/11/2018,17/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,TRUE
1499,Hope,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1500,Tuesday,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1501,Waterbear,TRUE,L & R,,CD,U,TRUE,1026367032,TRUE,RSP 661,,,,,Juvenile,RAINFST,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1502,Salamander,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1503,Armadillo,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1504,Azure,TRUE,L & R,,CD,U,TRUE,126051246819,TRUE,RSP 717,,,,,Juvenile,RAINFST,16/11/2018,16/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1505,Raclette,TRUE,L & R,,CD,F,TRUE,982126051246831,TRUE,RSP 710,,,,,Adult,BBABS,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1506,Nuage,TRUE,L & R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1507,Kyla,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1508,Stitch,TRUE,L & R,,CD,F,TRUE,1026367018,TRUE,RSP 665,,,,,Adult,BBABS,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1509,Spirit,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1510,Pie,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Adult,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1511,Wednesday,TRUE,L & R,,CD,F,TRUE,001026366979,TRUE,RSP 713,,,,,Juvenile,BBABS,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1512,Eleven,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1513,Mooncake,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1514,Crystal,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Adult,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1515,Carrie,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1516,Dordia,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1517,Mushu,TRUE,L & R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1518,Morningstar,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1519,Shawn,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1520,Arlo,TRUE,L & R,,CD,M,TRUE,26366992,TRUE,RSP 711,,,,,Juvenile,BBABS,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1521,Pudding,TRUE,L & R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1522,Oracle,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1523,Luminous,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Adult,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1524,Jared,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1525,Rhino,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1526,Allen,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1527,Bison,TRUE,L & R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1528,Chips,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1529,Milkshake,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1530,Yeti,TRUE,L,,CD,U,FALSE,,FALSE,,,,,,Juvenile,BBABS,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1531,Lexa,TRUE,L & R,,CD,F,FALSE,,FALSE,,,,,,Adult,ARID,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1532,Solstice,TRUE,L & R,,CD,F,TRUE,001026367010,TRUE,RSP 750,,,,,Adult,ARID,18/11/2018,18/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1533,Krypton,TRUE,L & R,,CD,M,TRUE,001026367017,TRUE,RSP 698,,,,,Adult,ARID,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1534,Chameleon,TRUE,R,,CD,M,TRUE,126051246815,TRUE,RSP 748,,,,,Juvenile,ARID,17/11/2018,17/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1535,Ariel,TRUE,L & R,,CD,F,TRUE,001026366967,TRUE,RSP 700,,,,,Adult,PGROUND,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1536,Mulan,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Adult,PGROUND,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1537,Marsupial,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,PGROUND,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1538,Lynx,TRUE,L & R,,CD,F,TRUE,001026366997,TRUE,RSP 731,,,,,Adult,PGROUND,17/11/2018,17/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1539,Kalel,TRUE,L & R,,CD,M,TRUE,001026366981,TRUE,RSP 690,,,,,Juvenile,PGROUND,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1540,Pegasus,TRUE,L & R,,CD,M,TRUE,001026367011,TRUE,RSP 674,,,,,Adult,PGROUND,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,TRUE,FALSE
1541,Brett,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,PGROUND,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1542,Aquaman,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,PGROUND,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1543,Toothless,TRUE,L & R,,CD,M,TRUE,001026367028,TRUE,RSP 687,,,,,Juvenile,PGROUND,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1544,Alec,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,PGROUND,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1545,Shatrak,TRUE,L & R,,CD,M,FALSE,,FALSE,,,,,,Adult,PGROUND,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1546,Zella,TRUE,L & R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1547,Myth,TRUE,L & R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1549,Anakin,TRUE,L & R,,CD,M,TRUE,126051246800,TRUE,RSP 677,,,,,Juvenile,SPEC,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1550,Fitz,TRUE,L & R,,CD,M,TRUE,001026366977,TRUE,RSP 701,,,,,Juvenile,SPEC,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1551,Lucifer,TRUE,L & R,,CD,M,TRUE,1026367055,TRUE,RSP 727,,,,,Adult,PGROUND,17/11/2018,17/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1552,Valerian,TRUE,L & R,,CD,F,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1553,Valik,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1554,Nola,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,RAINFST,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1555,Kygo,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1556,Nosey,TRUE,L & R,,CD,M,TRUE,001026367013,TRUE,RSP 770,,,,,Juvenile,LAKE,18/11/2018,18/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1557,Fury,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1558,Nebula,TRUE,L & R,,CD,F,TRUE,1026366966,TRUE,RSP 670,,,,Swabs taken,Adult,RAINFST,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1560,Mystic,TRUE,L & R,,CD,F,TRUE,1026367035,TRUE,RSP 671,,,,,Adult,RAINFST,13/11/2018,13/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1561,Boomerang,TRUE,L & R,,CD,M,TRUE,001026367016,TRUE,RSP 680,,,,,Juvenile,PGROUND,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,TRUE
1562,Speedy,TRUE,L & R,,CD,M,TRUE,001026366995,TRUE,RSP 682,,,,,Juvenile,BROMS,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1563,Buffy,TRUE,L & R,,CD,F,TRUE,001026366978,TRUE,RSP 683,,,,,Adult,BROMS,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1564,Cyclops,TRUE,L & R,,CD,F,TRUE,001026367008,TRUE,RSP 684,,,,,Adult,BROMS,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
