ID,ANIMAL NAME,PHOTO,PROFILE,PHOTO LOCATION,ORIGINAL ID BY,SEX,TAGGED,PIT TAG,DNA,SAMPLE .,CU SAMPLE,DNA PLATE,WELL,NOTES,AGE,GENERAL LOCATION,DATE TAGGED,DATE DNA TAKEN,TAG 30/09,GENOTYPED,GENOTYPED SAMPLE NO,EXTACTED?,DATE EXTRACTED,DATE GENOTYPED,TAIL,BLOOD,SKIN,FAECES
1267,Eggplant,TRUE,L,,CP,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1268,Alana,TRUE,L & R,,CP,F,FALSE,,FALSE,,,,,,Adult,ARID,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1269,Cherry,TRUE,L,,CP,F,FALSE,,FALSE,,,,,,Adult,LAKE,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1270,Groint,TRUE,R,,CP,M,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1271,Moana,TRUE,L & R,,CP,F,TRUE,880098301,TRUE,RSP 569,,,,,Adult,SPEC,26/03/2018,26/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1272,End,TRUE,L & R,,CP,M,TRUE,880098339,TRUE,RSP 599,,,,,Adult,SPEC,28/03/2018,28/03/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1274,Quoll,TRUE,R,,CP,F,FALSE,,FALSE,,,,,,Juvenile,PGROUND,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1276,James,TRUE,R,,CP,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1278,Mireia,TRUE,L & R,,CP,F,FALSE,,FALSE,,,,,,Juvenile,,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1279,Stella,TRUE,L & R,,,F,TRUE,880098390,TRUE,RSP 567,,,,,Adult,SPEC,26/03/2018,26/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1281,Troll,TRUE,L & R,,SB,M,TRUE,880098383,TRUE,RSP 568,,,,,Adult,SPEC,26/03/2018,26/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1282,Amira,TRUE,L & R,,SB,F,TRUE,880098305,TRUE,RSP 591,,,,,Adult,SPEC,26/03/2018,26/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1283,Carlton,TRUE,L & R,,SB,M,TRUE,880098349,TRUE,RSP 593,,,,,Adult,SPEC,26/03/2018,26/03/2018,0,TRUE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1284,Zachary,TRUE,L & R,,SB,M,TRUE,880098393,TRUE,RSP 572,,,,Leech came out of nostril photos take #9904-9910,Juvenile,SPEC,26/03/2018,26/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1285,Everett,TRUE,L & R,,SB,M,TRUE,880098326,TRUE,RSP 573,,,,,Juvenile,SPEC,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1286,Callie,TRUE,L & R,,SB,F,TRUE,880093391,TRUE,RSP 575,,,,,Adult,SPEC,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1287,Flynn,TRUE,L & R,,SB,M,TRUE,880098324,TRUE,RSP 578,,,,,Juvenile,SPEC,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,TRUE,FALSE
1288,Deacon,TRUE,L & R,,SB,M,TRUE,880098361,TRUE,RSP 581,,,,,Juvenile,SPEC,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1289,Declan,TRUE,L & R,,SB,M,TRUE,880098386,TRUE,RSP 580,,,,,Adult,SPEC,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1290,Tiger,TRUE,L & R,,SB,M,TRUE,880098354,TRUE,RSP 576,,,,,Juvenile,SPEC,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1291,Thing,TRUE,L & R,,SB,F,TRUE,880098363,TRUE,RSP 577,,,,,Adult,LAKE,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1292,Jaya,TRUE,L & R,,SB,F,TRUE,880098342,TRUE,RSP 579,,,,,Adult,LAKE,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1293,Bernice,TRUE,L & R,,SB,F,TRUE,880098369,TRUE,RSP 585,,,,,Adult,LAKE,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1294,Finn,TRUE,L & R,,SB,M,TRUE,880098373,TRUE,RSP 587,,,,,Juvenile,LAKE,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1295,Nieve,TRUE,L & R,,SB,F,TRUE,880098371,TRUE,RSP 588,,,,,Adult,LAKE,27/03/2018,27/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1296,Lachlan,TRUE,L & R,,SB,U,FALSE,,TRUE,RSP 589,,,,Too small to pit tag or take blood,Juvenile,RAINFST,,28/03/2018,0,TRUE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1297,Barret,TRUE,L & R,,SB,M,TRUE,880098320,TRUE,RSP 590,,,,,Juvenile,RAINFST,28/03/2018,28/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1298,Mina,TRUE,L & R,,SB,F,TRUE,880098372,TRUE,RSP 594,,,,,Juvenile,RAINFST,28/03/2018,28/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1299,Claudetta,TRUE,L & R,,SB,F,TRUE,880098377,TRUE,RSP 595,,,,,Adult,RAINFST,28/03/2018,28/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1300,Merola,TRUE,L & R,,SB,F,TRUE,880098356,TRUE,RSP 596,,,,,Adult,SPEC,28/03/2018,28/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1301,Grey,TRUE,L & R,,SB,U,TRUE,880098368,TRUE,RSP 598,,,,Tail fell off when catching - couldn't take more,Juvenile,SPEC,28/03/2018,28/03/2018,0,TRUE,,FALSE,,,FALSE,TRUE,FALSE,TRUE
1303,Gu,TRUE,L & R,,SB,M,TRUE,880098382,TRUE,,,,,,Juvenile,PGROUND,28/03/2018,28/03/2018,0,FALSE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1304,Glordarina,TRUE,L & R,,SB,F,TRUE,880098347,TRUE,RSP 602,,,,,Adult,LAKE,28/03/2018,28/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1305,Dodie,TRUE,L & R,,SB,F,TRUE,880098353,TRUE,RSP 604,,,,,Adult,LAKE,28/03/2018,28/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1306,Jany,TRUE,L & R,,SB,F,TRUE,880098302,TRUE,RSP 605,,,,,Adult,SPEC,28/03/2018,28/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1307,Laurel,TRUE,L & R,,SB,F,TRUE,880098376,TRUE,RSP 607,,,,,Adult,SPEC,28/03/2018,28/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1308,Bad Dog,TRUE,L & R,,SB,M,TRUE,880098385,TRUE,RSP 608,,,,,Juvenile,SPEC,29/03/2018,29/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1309,Yanny,TRUE,L & R,,SB,F,TRUE,880098335,TRUE,RSP 610,,,,,Adult,SPEC,29/03/2018,29/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1310,Desmond,TRUE,L & R,,SB,F,TRUE,880098306,TRUE,RSP 611,,,,,Juvenile,LAKE,29/03/2018,29/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1311,Toddy,TRUE,L & R,,SB,M,TRUE,880098316,TRUE,RSP 612,,,,,Juvenile,LAKE,29/03/2018,29/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1312,Claudius,TRUE,L & R,,SB,M,TRUE,880098315,TRUE,RSP 613,,,,Diseased on foot and tail,Juvenile,LAKE,29/03/2018,29/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,TRUE,FALSE
1313,Klarrisa,TRUE,L & R,,SB,F,TRUE,880098318,TRUE,RSP 614,,,,,Adult,ARID,29/03/2018,29/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1314,Rae,TRUE,L & R,,SB,U,TRUE,880098395,TRUE,RSP 616,,,,,Juvenile,RAINFST,29/03/2018,29/03/2018,0,FALSE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1315,Nessy,TRUE,L & R,,SB,U,FALSE,,TRUE,RSP 617,,,,,Juvenile,LAKE,,29/03/2018,0,TRUE,,FALSE,,,TRUE,FALSE,FALSE,TRUE
1316,Briggs,TRUE,L & R,,SB,M,TRUE,880098370,TRUE,RSP 618,,,,,Juvenile,PGROUND,29/03/2018,29/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,TRUE,FALSE
1317,Morgen,TRUE,L & R,,SB,M,TRUE,880098345,TRUE,RSP 619,,,,,Juvenile,LAKE,29/03/2018,29/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1318,Doreen,TRUE,L & R,,SB,F,TRUE,880098388,TRUE,RSP 620,,,,,Juvenile,RAINFST,29/03/2018,29/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1319,Rosabel,TRUE,L & R,,SB,F,TRUE,880098309,TRUE,RSP 622,,,,,Adult,SPEC,29/03/2018,29/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1320,Isidor,TRUE,L & R,,SB,M,TRUE,880098359,TRUE,RSP 623,,,,,Juvenile,RAINFST,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,FALSE,TRUE,TRUE,FALSE
1321,Ansell,TRUE,L & R,,SB,M,TRUE,880098313,TRUE,RSP 624,,,,,Juvenile,PGROUND,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1322,Bowie,TRUE,L & R,,SB,M,TRUE,880098367,TRUE,RSP 625,,,,,Juvenile,RAINFST,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1323,Craggy,TRUE,L & R,,SB,U,TRUE,880098365,TRUE,RSP 626,,,,,Juvenile,RAINFST,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1324,Shelton,TRUE,L & R,,SB,M,TRUE,880098350,TRUE,RSP 628,,,,,Juvenile,SPEC,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1325,Batholomew,TRUE,L & R,,SB,M,TRUE,880098343,TRUE,RSP 629,,,,,Adult,RAINFST,30/03/2018,30/03/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1326,Norri,TRUE,L & R,,SB,F,TRUE,880098336,TRUE,RSP 630,,,,,Adult,RAINFST,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1327,Celest,TRUE,L & R,,SB,F,TRUE,880098381,TRUE,,,,,No DNA number on sheet but should be RSP 631 by order,Adult,RAINFST,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1328,Alvy,TRUE,L & R,,SB,M,TRUE,880098351,TRUE,RSP 635,,,,,Juvenile,SPEC,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,FALSE,FALSE,TRUE,TRUE
1329,Hilliary,TRUE,L & R,,SB,F,TRUE,880098387,TRUE,RSP 636,,,,,Juvenile,SPEC,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1330,Crumpets,TRUE,L & R,,SB,M,TRUE,880098389,TRUE,RSP 638,,,,,Juvenile,PGROUND,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1331,Orelia,TRUE,L & R,,SB,F,TRUE,880098379,TRUE,RSP 640,,,,,Adult,BBABS,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1332,Delphinia,TRUE,L & R,,SB,F,TRUE,880098325,TRUE,RSP 643,,,,,Juvenile,RAINFST,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1333,Fedora,TRUE,L & R,,SB,F,TRUE,880098366,TRUE,RSP 632,,,,,Adult,RAINFST,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,FALSE,TRUE,TRUE,FALSE
1334,Panchito,TRUE,L & R,,SB,M,TRUE,880098346,TRUE,RSP 639,,,,,Juvenile,PGROUND,30/03/2018,30/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,TRUE
1335,Gungadin,TRUE,L & R,,SB,M,TRUE,880098382,TRUE,RSP 606,,,,Found dead on 21/03/19 by SB.,Juvenile,SPEC,28/03/2018,28/03/2018,0,TRUE,,FALSE,,,TRUE,TRUE,FALSE,FALSE
1337,Piggy,TRUE,L & R,,SB,M,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1338,Cheyenne,TRUE,L & R,,CD,F,TRUE,126051246841,TRUE,RSP 676,,,,,Juvenile,SPEC,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1339,Hedwig,TRUE,L & R,,CD,F,TRUE,126051246835,TRUE,RSP 726,,,,,Adult,SPEC,17/11/2018,17/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1340,Cassie,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1341,Nasa,TRUE,R,,CD,U,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1342,Elsa,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1343,Jelly,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1344,Phoenix,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1345,Chives,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1346,Nutmeg,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1347,Seattle,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1348,Liv,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1349,Dragibus,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1350,Pineapple,TRUE,L & R,,CD,F,TRUE,001026366988,TRUE,RSP 650,,,,,Juvenile,SPEC,12/11/2018,12/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1351,Lassy,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1352,Curve,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1353,Nova,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1354,Wesen,TRUE,R,,CD,F,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1355,Sunflower,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1356,Chantilly,TRUE,L & R,,CD,F,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1357,Supergirl,TRUE,L & R,,CD,F,TRUE,126051246840,TRUE,RSP 714,,,,,Adult,SPEC,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1358,Music,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1359,Green,TRUE,L,,CD,F,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1360,Pepito,TRUE,L & R,,CD,M,TRUE,1026367029,TRUE,RSP 652,,,,,Juvenile,SPEC,12/11/2018,12/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1361,Pillow,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1362,Celestial,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1363,Zoom,TRUE,L & R,,CD,M,TRUE,001026366999,TRUE,RSP 772,,,,,Adult,SPEC,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1364,Rocket,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1365,Cozmo,TRUE,L & R,,CD,M,TRUE,001026366970,TRUE,RSP 681,,,,,Juvenile,SPEC,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1366,Bold,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1367,Noosa,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1368,Fang,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1369,Spock,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1370,Panther,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1371,Kirk,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1372,Wren,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1373,Shark,TRUE,L & R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1374,Volt,TRUE,L & R,,CD,U,TRUE,126051246795,TRUE,RSP 685,,,,,Juvenile,SPEC,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1375,Dino,TRUE,L & R,,CD,M,TRUE,1026367014,TRUE,RSP 738,,,,,Juvenile,SPEC,17/11/2018,17/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1376,Tardis,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1377,Darius,TRUE,L & R,,CD,M,TRUE,001026367009,TRUE,RSP 655,,,,,Juvenile,SPEC,12/11/2018,12/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1378,Squirtle,TRUE,L,,CD,M,TRUE,1026366975,TRUE,RSP 656,,,,,Juvenile,SPEC,12/11/2018,12/11/2018,0,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE
1379,Daredevil,TRUE,L & R,,CD,M,TRUE,001026366974,TRUE,RSP 657,,,,,Juvenile,SPEC,12/11/2018,12/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1380,Chronos,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1381,Thor,TRUE,L & R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1382,Comet,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1383,Terry,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1384,Tanz,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1385,Grimm,TRUE,L & R,,CD,M,TRUE,001026367023,TRUE,RSP 693,,,,,Juvenile,SPEC,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1386,Antman,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1387,Amazon,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1388,Starlight,TRUE,L & R,,CD,M,TRUE,001026367005,TRUE,RSP 659,,,,,Juvenile,SPEC,12/11/2018,12/11/2018,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1389,Groot,TRUE,L & R,,CD,F,TRUE,126051246766,TRUE,RSP 679,,,,,Juvenile,SPEC,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1390,Godzilla,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1391,Mewto,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1392,Lucario,TRUE,L & R,,CD,M,TRUE,1026367007,TRUE,RSP 715,,,,,Juvenile,SPEC,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1393,Pyro,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1394,Snow,TRUE,L & R,,CD,M,TRUE,001026367050,TRUE,RSP 764,,,,,Juvenile,SPEC,18/11/2018,18/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1395,Stark,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1396,Tornado,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1397,Yoshi,TRUE,L & R,,CD,M,TRUE,1026367024,TRUE,RSP 736,,,,,Juvenile,SPEC,17/11/2018,17/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1398,Chenipan,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1399,Halos,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1400,Lychee,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1401,Lycanroc,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1402,Dragonfly,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1403,Climax,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1404,Meteor,TRUE,L & R,,CD,M,TRUE,1026366958,TRUE,RSP 675,,,,,Juvenile,SPEC,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1405,Ralf,TRUE,L & R,,CD,M,TRUE,001026367000,TRUE,RSP 695,,,,,Juvenile,SPEC,14/11/2018,14/11/2018,0,FALSE,,FALSE,,,FALSE,FALSE,TRUE,FALSE
1406,Joker,TRUE,L & R,,CD,M,TRUE,1026366968,TRUE,RSP 706,,,,,Juvenile,SPEC,15/11/2018,15/11/2018,0,FALSE,,FALSE,,,TRUE,FALSE,FALSE,FALSE
1407,Elf,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1408,Squirrel,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Adult,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1409,Legolas,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1410,Barry,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1411,Snoopy,TRUE,L & R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1412,Tauros,TRUE,L,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
1413,Gideon,TRUE,R,,CD,M,FALSE,,FALSE,,,,,,Juvenile,SPEC,,,0,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE
